Time Stamp (ms), Temp1(T1), Temp2 (T2),Humidity (H), Pressure (P),AccelX (X), AccelY (Y), AccelZ (Z)
403004,33.33,33.36,28.59,12.40,-3.21,-2.81,-2.86
404004,33.33,33.36,29.06,12.40,-3.21,-2.81,-2.86
405004,33.32,33.36,28.75,12.40,-3.21,-2.81,-2.86
406004,33.33,33.36,28.90,12.40,-3.21,-2.81,-2.86
407004,33.34,33.36,29.06,12.38,-3.21,-2.81,-2.86
408004,33.33,33.36,28.59,12.40,-3.21,-2.81,-2.86
409005,33.34,33.36,28.75,12.38,-3.21,-2.81,-2.86
410004,33.33,33.36,28.90,12.40,-3.21,-2.81,-2.86
411004,33.34,33.36,28.59,12.40,-3.21,-2.81,-2.86
412004,33.32,33.36,28.75,12.40,-3.21,-2.81,-2.86
413004,33.33,33.36,28.75,12.38,-3.21,-2.81,-2.86
414004,33.33,33.36,29.06,12.40,-3.21,-2.81,-2.86
415004,33.33,33.36,28.59,12.40,-3.21,-2.81,-2.86
416004,33.33,33.36,29.06,12.40,-3.21,-2.81,-2.86
417004,33.34,33.36,28.75,12.38,-3.21,-2.81,-2.86
418004,33.33,33.36,28.59,12.40,-3.21,-2.81,-2.86
419004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
420004,33.34,33.37,28.75,12.40,-3.21,-2.81,-2.86
421004,33.33,33.36,28.75,12.40,-3.21,-2.81,-2.86
422004,33.34,33.37,28.90,12.40,-3.21,-2.81,-2.86
423004,33.34,33.36,28.90,12.40,-3.21,-2.81,-2.86
424004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
425005,33.33,33.37,28.75,12.40,-3.21,-2.81,-2.86
426004,33.33,33.37,28.43,12.40,-3.21,-2.81,-2.86
427004,33.33,33.37,28.75,12.40,-3.21,-2.81,-2.86
428004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
429004,33.34,33.37,28.75,12.40,-3.21,-2.81,-2.86
430004,33.33,33.37,28.43,12.40,-3.21,-2.81,-2.86
431004,33.34,33.37,28.75,12.40,-3.21,-2.81,-2.86
432004,33.33,33.37,28.43,12.40,-3.21,-2.81,-2.86
433004,33.34,33.37,28.75,12.40,-3.21,-2.81,-2.86
434004,33.34,33.37,28.90,12.38,-3.21,-2.81,-2.86
435004,33.34,33.37,28.59,12.40,-3.21,-2.81,-2.86
436004,33.34,33.37,28.59,12.40,-3.21,-2.81,-2.86
437004,33.34,33.37,28.59,12.38,-3.21,-2.81,-2.86
438004,33.34,33.37,28.90,12.40,-3.21,-2.81,-2.86
439004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
440004,33.33,33.37,28.75,12.40,-3.21,-2.81,-2.86
441005,33.34,33.37,29.06,12.40,-3.21,-2.81,-2.86
442004,33.33,33.37,28.59,12.40,-3.21,-2.81,-2.86
443004,33.34,33.37,28.90,12.40,-3.21,-2.81,-2.86
444004,33.33,33.37,28.90,12.38,-3.21,-2.81,-2.86
445004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
446004,33.33,33.37,28.59,12.40,-3.21,-2.81,-2.86
447004,33.33,33.37,28.43,12.40,-3.21,-2.81,-2.86
448004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
449004,33.34,33.37,28.59,12.40,-3.21,-2.81,-2.86
450004,33.34,33.37,28.75,12.38,-3.21,-2.81,-2.86
451004,33.34,33.37,28.59,12.38,-3.21,-2.81,-2.86
452004,33.34,33.37,28.59,12.40,-3.21,-2.81,-2.86
453004,33.34,33.37,28.90,12.40,-3.21,-2.81,-2.86
454004,33.33,33.37,28.27,12.40,-3.21,-2.81,-2.86
455004,33.34,33.37,28.75,12.38,-3.21,-2.81,-2.86
456004,33.34,33.37,28.27,12.40,-3.21,-2.81,-2.86
457005,33.33,33.37,28.90,12.40,-3.21,-2.81,-2.86
458004,33.34,33.37,28.59,12.40,-3.21,-2.81,-2.86
459004,33.34,33.37,28.90,12.40,-3.21,-2.81,-2.86
460004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
461004,33.34,33.37,28.90,12.38,-3.21,-2.81,-2.86
462004,33.34,33.37,28.90,12.40,-3.21,-2.81,-2.86
463004,33.35,33.37,28.43,12.40,-3.21,-2.81,-2.86
464004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
465004,33.33,33.37,28.43,12.40,-3.21,-2.81,-2.86
466004,33.34,33.37,28.59,12.40,-3.21,-2.81,-2.86
467004,33.33,33.37,28.27,12.40,-3.21,-2.81,-2.86
468004,33.35,33.37,28.90,12.40,-3.21,-2.81,-2.86
469004,33.33,33.37,25.43,12.40,-3.21,-2.81,-2.86
470004,33.34,33.37,28.75,12.40,-3.21,-2.81,-2.86
471004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
472004,33.35,33.37,28.75,12.40,-3.21,-2.81,-2.86
473005,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
474004,33.33,33.37,28.75,12.38,-3.21,-2.81,-2.86
475004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
476004,33.34,33.37,28.43,12.40,-3.21,-2.81,-2.86
477004,33.35,33.38,28.75,12.38,-3.21,-2.81,-2.86
478004,33.34,33.38,28.43,12.40,-3.21,-2.81,-2.86
479004,33.35,33.38,28.43,12.38,-3.21,-2.81,-2.86
480004,33.34,33.37,28.75,12.38,-3.21,-2.81,-2.86
481004,33.35,33.38,28.43,12.38,-3.21,-2.81,-2.86
482004,33.33,33.38,28.27,12.38,-3.21,-2.81,-2.86
483004,33.35,33.37,28.27,12.38,-3.21,-2.81,-2.86
484004,33.35,33.38,28.11,12.40,-3.21,-2.81,-2.86
485004,33.35,33.38,28.11,12.40,-3.21,-2.81,-2.86
486004,33.34,33.38,28.59,12.40,-3.21,-2.81,-2.86
487004,33.34,33.38,28.59,12.40,-3.21,-2.81,-2.86
488004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
489005,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
490004,33.34,33.38,28.11,12.40,-3.21,-2.81,-2.86
491004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
492004,33.35,33.38,28.27,12.40,-3.21,-2.81,-2.86
493004,33.34,33.38,28.43,12.40,-3.21,-2.81,-2.86
494004,33.34,33.38,28.59,12.40,-3.21,-2.81,-2.86
495004,33.34,33.38,28.59,12.40,-3.21,-2.81,-2.86
496004,33.34,33.38,28.11,12.40,-3.21,-2.81,-2.86
497004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
498004,33.35,33.38,28.59,12.40,-3.21,-2.81,-2.86
499004,33.34,33.38,28.59,12.40,-3.21,-2.81,-2.86
500004,33.34,33.38,28.59,12.40,-3.21,-2.81,-2.86
501004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
502004,33.34,33.38,28.59,12.40,-3.21,-2.81,-2.86
503004,33.34,33.38,28.27,12.40,-3.21,-2.81,-2.86
504004,33.35,33.38,28.59,12.40,-3.21,-2.81,-2.86
505005,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
506004,33.35,33.38,28.11,12.40,-3.21,-2.81,-2.86
507004,33.34,33.38,28.27,12.40,-3.21,-2.81,-2.86
508004,33.34,33.38,28.59,12.40,-3.21,-2.81,-2.86
509004,33.35,33.38,28.59,12.40,-3.21,-2.81,-2.86
510004,33.35,33.38,28.11,12.40,-3.21,-2.81,-2.86
511004,33.34,33.38,28.27,12.40,-3.21,-2.81,-2.86
512004,33.35,33.38,27.96,12.40,-3.21,-2.81,-2.86
513004,33.35,33.38,28.11,12.40,-3.21,-2.81,-2.86
514004,33.35,33.38,27.96,12.40,-3.21,-2.81,-2.86
515004,33.35,33.38,28.59,12.40,-3.21,-2.81,-2.86
516004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
517004,33.35,33.38,27.96,12.40,-3.21,-2.81,-2.86
518004,33.35,33.38,28.59,12.40,-3.21,-2.81,-2.86
519004,33.35,33.38,28.27,12.40,-3.21,-2.81,-2.86
520004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
521005,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
522004,33.35,33.38,28.27,12.40,-3.21,-2.81,-2.86
523004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
524004,33.35,33.38,28.59,12.40,-3.21,-2.81,-2.86
525004,33.35,33.38,27.96,12.40,-3.21,-2.81,-2.86
526004,33.35,33.38,28.11,12.40,-3.21,-2.81,-2.86
527004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
528004,33.34,33.38,28.43,12.40,-3.21,-2.81,-2.86
529004,33.35,33.39,28.43,12.40,-3.21,-2.81,-2.86
530004,33.35,33.38,27.96,12.40,-3.21,-2.81,-2.86
531004,33.34,33.38,28.43,12.40,-3.21,-2.81,-2.86
532004,33.35,33.38,28.43,12.40,-3.21,-2.81,-2.86
533004,33.34,33.39,27.96,12.40,-3.21,-2.81,-2.86
534004,33.34,33.38,28.11,12.40,-3.21,-2.81,-2.86
535004,33.35,33.39,28.27,12.40,-3.21,-2.81,-2.86
536004,33.35,33.39,28.27,12.40,-3.21,-2.81,-2.86
537005,33.35,33.38,28.59,12.40,-3.21,-2.81,-2.86
538004,33.35,33.39,28.43,12.40,-3.21,-2.81,-2.86
539004,33.35,33.38,27.96,12.40,-3.21,-2.81,-2.86
540004,33.35,33.39,28.43,12.40,-3.21,-2.81,-2.86
541004,33.35,33.39,28.11,12.40,-3.21,-2.81,-2.86
542004,33.34,33.39,28.43,12.40,-3.21,-2.81,-2.86
543004,33.35,33.39,27.96,12.40,-3.21,-2.81,-2.86
544004,33.35,33.39,28.43,12.40,-3.21,-2.81,-2.86
545004,33.35,33.39,28.11,12.40,-3.21,-2.81,-2.86
546004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
547004,33.35,33.39,28.43,12.40,-3.21,-2.81,-2.86
548004,33.35,33.39,27.96,12.40,-3.21,-2.81,-2.86
549004,33.35,33.39,28.27,12.40,-3.21,-2.81,-2.86
550004,33.35,33.39,28.27,12.40,-3.21,-2.81,-2.86
551004,33.35,33.39,28.11,12.38,-3.21,-2.81,-2.86
552004,33.35,33.39,28.27,12.40,-3.21,-2.81,-2.86
553005,33.35,33.39,28.27,12.40,-3.21,-2.81,-2.86
554004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
555004,33.35,33.39,28.27,12.40,-3.21,-2.81,-2.86
556004,33.35,33.39,27.96,12.40,-3.21,-2.81,-2.86
557004,33.35,33.39,27.17,12.40,-3.21,-2.81,-2.86
558004,33.35,33.39,28.11,12.40,-3.21,-2.81,-2.86
559004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
560004,33.35,33.39,27.96,12.40,-3.21,-2.81,-2.86
561004,33.35,33.39,27.96,12.40,-3.21,-2.81,-2.86
562004,33.35,33.39,27.64,12.38,-3.21,-2.81,-2.86
563004,33.35,33.39,28.27,12.38,-3.21,-2.81,-2.86
564004,33.35,33.39,28.11,12.40,-3.21,-2.81,-2.86
565004,33.35,33.39,27.48,12.38,-3.21,-2.81,-2.86
566004,33.35,33.39,27.96,12.38,-3.21,-2.81,-2.86
567004,33.35,33.39,24.96,12.38,-3.21,-2.81,-2.86
568004,33.35,33.39,28.11,12.38,-3.21,-2.81,-2.86
569005,33.35,33.39,22.91,12.38,-3.21,-2.81,-2.86
570004,33.35,33.39,28.27,12.40,-3.21,-2.81,-2.86
571004,33.35,33.39,27.64,12.38,-3.21,-2.81,-2.86
572004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
573004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
574004,33.35,33.39,28.27,12.38,-3.21,-2.81,-2.86
575004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
576004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
577004,33.35,33.39,28.11,12.40,-3.21,-2.81,-2.86
578004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
579004,33.35,33.39,28.11,12.40,-3.21,-2.81,-2.86
580004,33.35,33.40,27.80,12.40,-3.21,-2.81,-2.86
581004,33.35,33.39,28.11,12.40,-3.21,-2.81,-2.86
582004,33.35,33.39,27.80,12.40,-3.21,-2.81,-2.86
583004,33.35,33.39,27.96,12.40,-3.21,-2.81,-2.86
584004,33.35,33.39,27.48,12.40,-3.21,-2.81,-2.86
585005,33.36,33.39,27.64,12.40,-3.21,-2.81,-2.86
586004,33.35,33.39,27.48,12.38,-3.21,-2.81,-2.86
587004,33.35,33.39,27.64,12.40,-3.21,-2.81,-2.86
588004,33.35,33.39,27.48,12.40,-3.21,-2.81,-2.86
589004,33.35,33.39,27.64,12.40,-3.21,-2.81,-2.86
590004,33.36,33.39,27.48,12.38,-3.21,-2.81,-2.86
591004,33.36,33.39,27.48,12.40,-3.21,-2.81,-2.86
592004,33.36,33.39,27.96,12.40,-3.21,-2.81,-2.86
593004,33.36,33.39,27.48,12.40,-3.21,-2.81,-2.86
594004,33.35,33.40,27.48,12.40,-3.21,-2.81,-2.86
595004,33.35,33.40,27.48,12.40,-3.21,-2.81,-2.86
596004,33.36,33.40,27.96,12.40,-3.21,-2.81,-2.86
597004,33.35,33.39,27.64,12.40,-3.21,-2.81,-2.86
598004,33.35,33.39,27.96,12.40,-3.21,-2.81,-2.86
599004,33.36,33.39,27.64,12.40,-3.21,-2.81,-2.86
600004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.86
601005,33.35,33.40,27.80,12.40,-3.21,-2.81,-2.86
602004,33.35,33.40,27.48,12.40,-3.21,-2.81,-2.86
603004,33.36,33.39,27.80,12.40,-3.21,-2.81,-2.86
604004,33.36,33.40,27.80,12.40,-3.21,-2.81,-2.86
605004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.86
606004,33.35,33.40,27.64,12.40,-3.21,-2.81,-2.86
607004,33.36,33.39,27.80,12.40,-3.21,-2.81,-2.86
608004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.86
609004,33.36,33.40,27.48,12.40,-3.21,-2.81,-2.86
610004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.86
611004,33.36,33.40,27.96,12.40,-3.21,-2.81,-2.86
612004,33.35,33.40,27.33,12.40,-3.21,-2.81,-2.86
613004,33.35,33.40,27.96,12.40,-3.21,-2.81,-2.86
614004,33.36,33.40,27.33,12.40,-3.21,-2.81,-2.86
615004,33.35,33.40,27.48,12.40,-3.21,-2.81,-2.86
616004,33.36,33.40,27.48,12.40,-3.21,-2.81,-2.86
617005,33.35,33.40,27.48,12.40,-3.21,-2.81,-2.86
618004,33.36,33.40,27.33,12.40,-3.21,-2.81,-2.87
619004,33.36,33.40,27.80,12.40,-3.21,-2.81,-2.86
620004,33.35,33.40,27.48,12.40,-3.21,-2.81,-2.86
621004,33.36,33.40,27.48,12.40,-3.21,-2.81,-2.86
622004,33.35,33.40,27.80,12.40,-3.21,-2.81,-2.86
623004,33.35,33.40,27.33,12.40,-3.21,-2.81,-2.86
624004,33.36,33.40,27.80,12.40,-3.21,-2.81,-2.86
625004,33.35,33.40,27.64,12.40,-3.21,-2.81,-2.86
626004,33.36,33.40,27.33,12.40,-3.21,-2.81,-2.86
627004,33.36,33.40,27.48,12.40,-3.21,-2.81,-2.86
628004,33.35,33.40,27.48,12.40,-3.21,-2.81,-2.86
629004,33.35,33.40,27.33,12.40,-3.21,-2.81,-2.86
630004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.86
631004,33.36,33.40,27.17,12.40,-3.21,-2.81,-2.86
632004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.86
633005,33.35,33.40,27.33,12.40,-3.21,-2.81,-2.86
634004,33.36,33.40,27.80,12.40,-3.21,-2.81,-2.87
635004,33.36,33.40,27.33,12.40,-3.21,-2.81,-2.87
636004,33.36,33.40,27.80,12.40,-3.21,-2.81,-2.87
637004,33.35,33.40,27.48,12.40,-3.21,-2.81,-2.87
638004,33.37,33.40,27.33,12.40,-3.21,-2.82,-2.87
639004,33.35,33.40,27.33,12.40,-3.21,-2.81,-2.87
640004,33.36,33.40,27.48,12.40,-3.21,-2.81,-2.87
641004,33.36,33.40,27.33,12.40,-3.21,-2.81,-2.86
642004,33.37,33.40,27.64,12.40,-3.21,-2.81,-2.87
643004,33.37,33.40,27.17,12.40,-3.21,-2.81,-2.87
644004,33.36,33.40,27.33,12.40,-3.21,-2.81,-2.87
645004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.87
646004,33.35,33.40,27.17,12.40,-3.21,-2.81,-2.87
647004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.87
648004,33.35,33.40,27.17,12.40,-3.21,-2.81,-2.87
649005,33.36,33.40,27.17,12.40,-3.21,-2.81,-2.87
650004,33.37,33.40,27.01,12.40,-3.21,-2.81,-2.87
651004,33.36,33.40,27.48,12.38,-3.21,-2.81,-2.87
652004,33.37,33.40,27.01,12.40,-3.21,-2.81,-2.87
653004,33.35,33.40,27.01,12.40,-3.21,-2.81,-2.87
654004,33.36,33.40,27.48,12.40,-3.21,-2.81,-2.87
655004,33.37,33.40,27.64,12.40,-3.21,-2.81,-2.87
656004,33.36,33.40,27.48,12.40,-3.21,-2.81,-2.87
657004,33.37,33.40,27.48,12.40,-3.21,-2.81,-2.87
658004,33.36,33.40,27.33,12.40,-3.21,-2.81,-2.87
659004,33.35,33.40,27.64,12.40,-3.21,-2.81,-2.87
660004,33.35,33.41,27.17,12.40,-3.21,-2.81,-2.87
661004,33.36,33.40,27.17,12.40,-3.21,-2.81,-2.87
662004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
663004,33.36,33.40,27.64,12.40,-3.21,-2.81,-2.87
664004,33.37,33.40,27.17,12.40,-3.21,-2.81,-2.87
665005,33.36,33.41,27.01,12.40,-3.21,-2.81,-2.87
666004,33.36,33.41,27.01,12.40,-3.21,-2.81,-2.87
667004,33.36,33.40,27.01,12.40,-3.21,-2.81,-2.87
668004,33.36,33.41,27.17,12.40,-3.21,-2.81,-2.87
669004,33.36,33.41,27.01,12.40,-3.21,-2.81,-2.87
670004,33.37,33.40,27.01,12.40,-3.21,-2.81,-2.87
671004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
672004,33.36,33.41,27.01,12.40,-3.21,-2.81,-2.87
673004,33.36,33.41,27.33,12.40,-3.21,-2.81,-2.87
674004,33.36,33.41,27.33,12.40,-3.21,-2.81,-2.87
675004,33.37,33.41,27.01,12.40,-3.21,-2.81,-2.87
676004,33.35,33.41,27.17,12.40,-3.21,-2.81,-2.87
677004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
678004,33.37,33.41,27.17,12.38,-3.21,-2.81,-2.87
679004,33.36,33.41,26.85,12.38,-3.21,-2.81,-2.87
680004,33.37,33.41,27.01,12.40,-3.21,-2.81,-2.87
681005,33.36,33.41,27.33,12.40,-3.21,-2.81,-2.87
682004,33.36,33.41,27.48,12.40,-3.21,-2.81,-2.87
683004,33.36,33.41,26.85,12.40,-3.21,-2.81,-2.87
684004,33.37,33.41,27.01,12.40,-3.21,-2.81,-2.87
685004,33.36,33.41,27.33,12.40,-3.21,-2.81,-2.87
686004,33.37,33.41,27.33,12.40,-3.21,-2.81,-2.87
687004,33.37,33.41,27.01,12.40,-3.21,-2.81,-2.87
688004,33.36,33.41,27.33,12.40,-3.21,-2.81,-2.87
689004,33.37,33.41,26.85,12.40,-3.21,-2.81,-2.87
690004,33.36,33.41,26.85,12.38,-3.21,-2.81,-2.87
691004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
692004,33.37,33.41,27.33,12.40,-3.21,-2.81,-2.87
693004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
694004,33.36,33.41,27.17,12.40,-3.21,-2.81,-2.87
695004,33.37,33.41,26.85,12.40,-3.21,-2.81,-2.87
696004,33.37,33.41,27.01,12.40,-3.21,-2.81,-2.87
697005,33.38,33.41,27.01,12.40,-3.21,-2.81,-2.87
698004,33.36,33.41,27.33,12.40,-3.21,-2.81,-2.87
699004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
700004,33.37,33.41,26.85,12.40,-3.21,-2.81,-2.87
701004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
702004,33.36,33.41,26.85,12.40,-3.21,-2.81,-2.87
703004,33.38,33.41,26.70,12.40,-3.21,-2.81,-2.87
704004,33.37,33.41,26.70,12.40,-3.21,-2.81,-2.87
705004,33.38,33.41,26.85,12.40,-3.21,-2.81,-2.87
706004,33.37,33.41,26.70,12.40,-3.21,-2.81,-2.87
707004,33.36,33.41,26.70,12.40,-3.21,-2.81,-2.87
708004,33.38,33.41,26.85,12.40,-3.21,-2.81,-2.87
709004,33.36,33.41,26.85,12.40,-3.21,-2.81,-2.87
710004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
711004,33.37,33.41,26.85,12.40,-3.21,-2.82,-2.87
712004,33.36,33.41,23.38,12.40,-3.21,-2.81,-2.87
713005,33.37,33.41,26.85,12.40,-3.21,-2.81,-2.87
714004,33.37,33.41,27.01,12.40,-3.21,-2.81,-2.87
715004,33.36,33.41,26.70,12.40,-3.21,-2.81,-2.87
716004,33.37,33.41,27.01,12.40,-3.21,-2.81,-2.87
717004,33.38,33.41,26.70,12.40,-3.21,-2.81,-2.87
718004,33.38,33.41,26.85,12.40,-3.21,-2.81,-2.87
719004,33.36,33.41,27.17,12.38,-3.21,-2.81,-2.87
720004,33.37,33.41,27.17,12.40,-3.21,-2.81,-2.87
721004,33.37,33.41,26.70,12.40,-3.21,-2.81,-2.87
722004,33.38,33.41,27.01,12.40,-3.21,-2.81,-2.87
723004,33.38,33.41,27.17,12.40,-3.21,-2.81,-2.87
724004,33.38,33.41,27.01,12.40,-3.21,-2.81,-2.87
725004,33.38,33.41,26.70,12.40,-3.21,-2.81,-2.87
726004,33.38,33.41,26.70,12.40,-3.21,-2.81,-2.87
727004,33.38,33.41,27.01,12.40,-3.21,-2.81,-2.87
728004,33.38,33.41,27.01,12.40,-3.21,-2.81,-2.87
729005,33.38,33.41,26.54,12.40,-3.21,-2.81,-2.87
730004,33.38,33.41,27.01,12.40,-3.21,-2.81,-2.87
731004,33.37,33.42,27.01,12.40,-3.21,-2.81,-2.87
732004,33.37,33.41,26.54,12.40,-3.21,-2.81,-2.87
733004,33.37,33.41,26.85,12.40,-3.21,-2.82,-2.87
734004,33.38,33.41,26.85,12.40,-3.21,-2.81,-2.87
735004,33.38,33.41,26.54,12.40,-3.21,-2.81,-2.87
736004,33.37,33.42,26.38,12.40,-3.21,-2.81,-2.87
737004,33.38,33.42,27.01,12.40,-3.21,-2.81,-2.87
738004,33.38,33.41,27.01,12.40,-3.21,-2.81,-2.87
739004,33.38,33.41,26.70,12.40,-3.21,-2.81,-2.87
740004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
741004,33.38,33.41,26.70,12.40,-3.21,-2.81,-2.87
742004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
743004,33.38,33.42,27.01,12.40,-3.21,-2.81,-2.87
744004,33.37,33.42,26.54,12.40,-3.21,-2.81,-2.87
745005,33.37,33.41,26.38,12.40,-3.21,-2.81,-2.87
746004,33.38,33.42,26.85,12.40,-3.21,-2.81,-2.87
747004,33.38,33.42,26.85,12.40,-3.21,-2.81,-2.87
748004,33.38,33.41,26.38,12.40,-3.21,-2.81,-2.87
749004,33.37,33.42,26.85,12.40,-3.21,-2.81,-2.87
750004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
751004,33.38,33.42,26.70,12.40,-3.21,-2.81,-2.87
752004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
753004,33.38,33.42,26.85,12.38,-3.21,-2.81,-2.87
754004,33.37,33.42,26.38,12.40,-3.21,-2.81,-2.87
755004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
756004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
757004,33.38,33.42,26.85,12.40,-3.21,-2.81,-2.87
758004,33.38,33.42,26.85,12.40,-3.21,-2.81,-2.87
759004,33.38,33.42,26.38,12.40,-3.21,-2.81,-2.87
760004,33.38,33.42,26.22,12.40,-3.21,-2.81,-2.87
761005,33.38,33.42,26.22,12.40,-3.21,-2.82,-2.87
762004,33.38,33.42,26.22,12.40,-3.21,-2.81,-2.87
763004,33.39,33.42,26.54,12.40,-3.21,-2.81,-2.87
764004,33.38,33.42,26.22,12.40,-3.21,-2.81,-2.87
765004,33.39,33.42,26.70,12.40,-3.21,-2.81,-2.87
766004,33.38,33.42,26.22,12.40,-3.21,-2.81,-2.87
767004,33.37,33.42,26.22,12.40,-3.21,-2.81,-2.87
768004,33.38,33.42,26.38,12.40,-3.21,-2.81,-2.87
769004,33.38,33.42,26.70,12.40,-3.21,-2.81,-2.87
770004,33.38,33.42,26.22,12.40,-3.21,-2.81,-2.87
771004,33.38,33.42,26.22,12.40,-3.21,-2.81,-2.87
772004,33.38,33.42,26.38,12.40,-3.21,-2.82,-2.87
773004,33.38,33.42,26.38,12.40,-3.21,-2.81,-2.87
774004,33.39,33.42,26.07,12.40,-3.21,-2.81,-2.87
775004,33.39,33.42,26.38,12.40,-3.21,-2.81,-2.87
776004,33.38,33.42,26.38,12.40,-3.21,-2.81,-2.87
777005,33.38,33.42,26.70,12.40,-3.21,-2.81,-2.87
778004,33.39,33.42,26.22,12.40,-3.21,-2.81,-2.87
779004,33.38,33.42,26.22,12.40,-3.21,-2.81,-2.87
780004,33.39,33.42,26.54,12.40,-3.21,-2.81,-2.87
781004,33.37,33.42,26.07,12.40,-3.21,-2.81,-2.87
782004,33.39,33.42,26.38,12.40,-3.21,-2.81,-2.87
783004,33.39,33.42,26.22,12.40,-3.21,-2.81,-2.87
784004,33.39,33.42,26.54,12.40,-3.21,-2.81,-2.87
785004,33.37,33.42,26.70,12.40,-3.21,-2.81,-2.87
786004,33.39,33.42,26.22,12.40,-3.21,-2.81,-2.87
787004,33.39,33.42,26.38,12.40,-3.21,-2.81,-2.87
788004,33.38,33.42,26.07,12.40,-3.21,-2.81,-2.87
789004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
790004,33.39,33.42,26.22,12.40,-3.21,-2.81,-2.87
791004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
792004,33.39,33.42,26.54,12.40,-3.21,-2.81,-2.87
793005,33.37,33.42,26.54,12.40,-3.21,-2.82,-2.87
794004,33.38,33.42,26.38,12.40,-3.21,-2.82,-2.87
795004,33.38,33.42,26.22,12.40,-3.21,-2.81,-2.87
796004,33.38,33.42,26.38,12.40,-3.21,-2.81,-2.87
797004,33.38,33.42,25.91,12.40,-3.21,-2.81,-2.87
798004,33.38,33.42,26.07,12.40,-3.21,-2.81,-2.87
799004,33.39,33.42,26.54,12.40,-3.21,-2.81,-2.87
800004,33.39,33.42,26.38,12.40,-3.21,-2.81,-2.87
801004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
802004,33.39,33.42,26.54,12.40,-3.21,-2.81,-2.87
803004,33.38,33.42,25.91,12.40,-3.21,-2.81,-2.87
804004,33.39,33.42,25.91,12.40,-3.21,-2.81,-2.87
805004,33.39,33.42,26.38,12.40,-3.21,-2.81,-2.87
806004,33.38,33.42,25.91,12.40,-3.21,-2.81,-2.87
807004,33.38,33.42,26.54,12.40,-3.21,-2.81,-2.87
808004,33.39,33.42,26.38,12.40,-3.21,-2.82,-2.87
809005,33.39,33.43,26.22,12.40,-3.21,-2.81,-2.87
810004,33.38,33.42,26.38,12.40,-3.21,-2.81,-2.87
811004,33.39,33.42,26.22,12.40,-3.21,-2.81,-2.87
