Time Stamp (ms), Temp1(T1), Temp2 (T2),Humidity (H), Pressure (P),AccelX (X), AccelY (Y), AccelZ (Z)
812004,33.38,33.43,26.07,12.40,-3.21,-2.81,-2.87
813004,33.39,33.42,26.07,12.40,-3.21,-2.81,-2.87
814004,33.39,33.42,26.22,12.40,-3.21,-2.81,-2.87
815004,33.39,33.42,26.38,12.40,-3.21,-2.81,-2.87
816004,33.39,33.42,26.07,12.40,-3.21,-2.81,-2.87
817004,33.39,33.43,26.38,12.40,-3.21,-2.82,-2.87
818004,33.38,33.43,26.07,12.40,-3.21,-2.81,-2.87
819004,33.39,33.43,25.91,12.40,-3.21,-2.81,-2.87
820004,33.39,33.42,25.91,12.40,-3.21,-2.81,-2.87
821004,33.39,33.43,25.91,12.40,-3.21,-2.82,-2.87
822004,33.39,33.43,25.75,12.40,-3.21,-2.82,-2.87
823004,33.38,33.43,26.38,12.40,-3.21,-2.81,-2.87
824004,33.39,33.43,25.91,12.40,-3.21,-2.81,-2.87
825005,33.39,33.43,26.07,12.40,-3.21,-2.81,-2.87
826004,33.38,33.43,25.91,12.40,-3.21,-2.81,-2.87
827004,33.39,33.43,25.75,12.40,-3.21,-2.81,-2.87
828004,33.39,33.43,26.07,12.40,-3.21,-2.82,-2.87
829004,33.39,33.43,25.75,12.40,-3.21,-2.81,-2.87
830004,33.40,33.43,25.75,12.40,-3.21,-2.81,-2.87
831004,33.39,33.43,25.91,12.40,-3.21,-2.82,-2.87
832004,33.39,33.43,26.22,12.40,-3.21,-2.81,-2.87
833004,33.39,33.43,26.07,12.40,-3.21,-2.81,-2.87
834004,33.39,33.43,26.22,12.40,-3.21,-2.81,-2.87
835004,33.40,33.43,25.75,12.40,-3.21,-2.81,-2.87
836004,33.40,33.43,25.59,12.40,-3.21,-2.81,-2.87
837004,33.38,33.43,25.75,12.40,-3.21,-2.81,-2.87
838004,33.39,33.43,25.75,12.40,-3.20,-2.81,-2.87
839004,33.38,33.43,26.22,12.40,-3.21,-2.81,-2.87
840004,33.40,33.43,26.22,12.40,-3.21,-2.82,-2.87
841005,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.87
842004,33.39,33.43,26.22,12.40,-3.21,-2.82,-2.87
843004,33.40,33.43,26.22,12.40,-3.21,-2.81,-2.87
844004,33.40,33.43,26.07,12.40,-3.21,-2.81,-2.87
845004,33.40,33.43,25.91,12.40,-3.21,-2.81,-2.87
846004,33.40,33.43,26.07,12.40,-3.21,-2.81,-2.87
847004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.87
848004,33.39,33.43,26.22,12.40,-3.21,-2.81,-2.87
849004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.87
850004,33.39,33.43,25.75,12.40,-3.21,-2.81,-2.87
851004,33.40,33.43,25.91,12.40,-3.21,-2.81,-2.87
852004,33.40,33.43,25.59,12.40,-3.21,-2.81,-2.87
853004,33.39,33.43,25.59,12.40,-3.21,-2.81,-2.87
854004,33.39,33.43,25.75,12.40,-3.21,-2.81,-2.87
855004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.87
856004,33.39,33.43,26.07,12.40,-3.21,-2.81,-2.87
857005,33.40,33.43,26.07,12.40,-3.21,-2.81,-2.87
858004,33.39,33.43,25.75,12.40,-3.21,-2.81,-2.87
859004,33.40,33.43,25.91,12.40,-3.21,-2.81,-2.87
860004,33.40,33.43,25.91,12.40,-3.21,-2.81,-2.87
861004,33.40,33.43,25.59,12.40,-3.21,-2.81,-2.87
862004,33.39,33.43,25.59,12.38,-3.21,-2.82,-2.87
863004,33.40,33.43,25.43,12.40,-3.21,-2.81,-2.87
864004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.87
865004,33.40,33.43,25.75,12.38,-3.21,-2.81,-2.87
866004,33.39,33.43,25.91,12.40,-3.21,-2.81,-2.87
867004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.87
868004,33.40,33.43,25.75,12.40,-3.21,-2.81,-2.87
869004,33.39,33.43,25.91,12.40,-3.21,-2.81,-2.87
870004,33.39,33.43,25.43,12.40,-3.21,-2.82,-2.87
871004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.87
872004,33.40,33.43,25.43,12.40,-3.21,-2.82,-2.87
873005,33.40,33.43,25.91,12.40,-3.21,-2.81,-2.87
874004,33.40,33.43,25.43,12.40,-3.21,-2.81,-2.87
875004,33.40,33.43,25.43,12.40,-3.21,-2.81,-2.87
876004,33.38,33.43,25.43,12.40,-3.21,-2.81,-2.87
877004,33.40,33.43,25.43,12.40,-3.21,-2.82,-2.87
878004,33.40,33.43,25.75,12.40,-3.21,-2.82,-2.87
879004,33.39,33.43,25.28,12.40,-3.21,-2.82,-2.87
880004,33.40,33.43,25.43,12.40,-3.21,-2.81,-2.87
881004,33.40,33.43,25.91,12.40,-3.21,-2.82,-2.87
882004,33.41,33.43,25.28,12.40,-3.21,-2.81,-2.87
883004,33.39,33.43,25.59,12.40,-3.21,-2.81,-2.87
884004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.87
885004,33.40,33.43,25.43,12.40,-3.21,-2.82,-2.87
886004,33.39,33.43,25.28,12.40,-3.21,-2.81,-2.87
887004,33.40,33.43,25.28,12.40,-3.21,-2.81,-2.87
888004,33.40,33.43,25.43,12.40,-3.21,-2.82,-2.88
889005,33.40,33.43,25.43,12.42,-3.21,-2.81,-2.87
890004,33.40,33.43,25.75,12.40,-3.21,-2.81,-2.87
891004,33.40,33.43,25.28,12.40,-3.21,-2.82,-2.88
892004,33.40,33.43,25.91,12.40,-3.21,-2.81,-2.87
893004,33.40,33.43,25.43,12.40,-3.21,-2.82,-2.88
894004,33.41,33.43,25.75,12.40,-3.21,-2.82,-2.88
895004,33.40,33.43,25.43,12.40,-3.20,-2.82,-2.87
896004,33.40,33.43,25.12,12.40,-3.21,-2.81,-2.87
897004,33.39,33.43,25.59,12.40,-3.20,-2.81,-2.87
898004,33.40,33.43,25.28,12.40,-3.20,-2.82,-2.88
899004,33.40,33.43,25.28,12.40,-3.21,-2.82,-2.88
900004,33.40,33.43,25.59,12.40,-3.21,-2.81,-2.88
901004,33.39,33.43,25.28,12.40,-3.21,-2.81,-2.87
902004,33.40,33.43,25.59,12.40,-3.21,-2.81,-2.87
903004,33.40,33.43,25.75,12.40,-3.21,-2.81,-2.88
904004,33.41,33.43,25.75,12.40,-3.21,-2.81,-2.87
905005,33.39,33.43,25.75,12.40,-3.21,-2.81,-2.88
906004,33.41,33.43,25.28,12.40,-3.21,-2.81,-2.88
907004,33.40,33.43,25.28,12.40,-3.21,-2.81,-2.88
908004,33.40,33.43,25.28,12.40,-3.21,-2.81,-2.88
909004,33.40,33.43,25.59,12.40,-3.21,-2.81,-2.87
910004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
911004,33.41,33.43,25.75,12.40,-3.21,-2.81,-2.87
912004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.88
913004,33.41,33.43,25.59,12.40,-3.21,-2.81,-2.88
914004,33.40,33.43,25.59,12.40,-3.21,-2.82,-2.88
915004,33.41,33.43,25.28,12.40,-3.21,-2.81,-2.87
916004,33.40,33.43,25.28,12.40,-3.21,-2.81,-2.88
917004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
918004,33.40,33.43,25.12,12.40,-3.21,-2.81,-2.88
919004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
920004,33.41,33.43,25.59,12.40,-3.21,-2.81,-2.88
921005,33.40,33.43,24.96,12.40,-3.21,-2.81,-2.88
922004,33.40,33.43,24.96,12.40,-3.21,-2.82,-2.88
923004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
924004,33.41,33.43,25.28,12.40,-3.21,-2.81,-2.88
925004,33.41,33.43,24.96,12.40,-3.21,-2.82,-2.88
926004,33.41,33.43,24.96,12.40,-3.21,-2.81,-2.88
927004,33.41,33.43,25.43,12.40,-3.21,-2.82,-2.88
928004,33.41,33.43,25.59,12.40,-3.21,-2.81,-2.88
929004,33.40,33.43,24.96,12.40,-3.20,-2.81,-2.88
930004,33.41,33.43,25.43,12.38,-3.21,-2.82,-2.88
931004,33.41,33.43,25.59,12.38,-3.21,-2.82,-2.88
932004,33.41,33.43,24.96,12.40,-3.21,-2.81,-2.88
933004,33.40,33.43,25.12,12.40,-3.21,-2.81,-2.88
934004,33.40,33.43,24.96,12.40,-3.21,-2.81,-2.88
935004,33.41,33.43,25.43,12.40,-3.20,-2.81,-2.88
936004,33.41,33.43,25.59,12.40,-3.21,-2.82,-2.88
937005,33.41,33.43,25.28,12.40,-3.21,-2.81,-2.88
938004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
939004,33.41,33.43,25.43,12.40,-3.21,-2.81,-2.88
940004,33.41,33.43,25.43,12.40,-3.21,-2.81,-2.88
941004,33.41,33.43,24.80,12.40,-3.21,-2.82,-2.88
942004,33.41,33.43,24.80,12.40,-3.21,-2.82,-2.88
943004,33.40,33.43,24.80,12.40,-3.21,-2.82,-2.88
944004,33.40,33.43,25.12,12.40,-3.21,-2.82,-2.88
945004,33.41,33.43,24.96,12.40,-3.21,-2.81,-2.88
946004,33.41,33.43,25.28,12.40,-3.21,-2.82,-2.88
947004,33.41,33.43,24.96,12.40,-3.21,-2.81,-2.88
948004,33.41,33.43,25.28,12.40,-3.21,-2.81,-2.88
949004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
950004,33.41,33.43,24.80,12.40,-3.21,-2.81,-2.88
951004,33.40,33.43,24.80,12.40,-3.21,-2.81,-2.88
952004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
953005,33.40,33.43,24.96,12.40,-3.21,-2.82,-2.88
954004,33.41,33.43,24.96,12.40,-3.21,-2.82,-2.88
955004,33.40,33.43,24.80,12.40,-3.21,-2.81,-2.88
956004,33.41,33.43,24.80,12.40,-3.21,-2.81,-2.88
957004,33.42,33.43,25.28,12.40,-3.21,-2.82,-2.88
958004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
959004,33.40,33.43,24.80,12.40,-3.21,-2.81,-2.88
960004,33.41,33.43,24.80,12.40,-3.21,-2.82,-2.88
961004,33.40,33.43,24.96,12.40,-3.21,-2.81,-2.88
962004,33.42,33.43,24.80,12.40,-3.21,-2.81,-2.88
963004,33.42,33.43,24.80,12.40,-3.20,-2.81,-2.88
964004,33.41,33.43,25.28,12.40,-3.21,-2.82,-2.88
965004,33.42,33.43,25.12,12.40,-3.21,-2.81,-2.88
966004,33.41,33.43,25.28,12.40,-3.21,-2.81,-2.88
967004,33.41,33.43,25.12,12.40,-3.21,-2.82,-2.88
968004,33.42,33.43,25.12,12.40,-3.21,-2.82,-2.88
969005,33.41,33.43,24.80,12.40,-3.21,-2.81,-2.88
970004,33.42,33.43,24.80,12.40,-3.21,-2.82,-2.88
971004,33.42,33.43,24.80,12.40,-3.21,-2.82,-2.88
972004,33.42,33.43,24.65,12.40,-3.21,-2.82,-2.88
973004,33.40,33.43,25.12,12.40,-3.21,-2.82,-2.88
974004,33.41,33.43,24.65,12.40,-3.21,-2.81,-2.88
975004,33.40,33.43,24.65,12.40,-3.21,-2.81,-2.88
976004,33.41,33.43,25.12,12.40,-3.21,-2.81,-2.88
977004,33.42,33.43,24.65,12.40,-3.21,-2.82,-2.88
978004,33.42,33.43,24.80,12.40,-3.21,-2.81,-2.88
979004,33.42,33.43,24.80,12.40,-3.21,-2.81,-2.88
980004,33.42,33.43,24.96,12.40,-3.21,-2.82,-2.88
981004,33.41,33.43,24.65,12.40,-3.21,-2.82,-2.88
982004,33.42,33.44,24.80,12.40,-3.21,-2.81,-2.88
983004,33.41,33.44,25.12,12.40,-3.21,-2.82,-2.88
984004,33.41,33.43,24.80,12.40,-3.21,-2.82,-2.88
985005,33.42,33.43,24.49,12.40,-3.21,-2.82,-2.88
986004,33.42,33.43,25.12,12.40,-3.21,-2.81,-2.88
987004,33.41,33.43,24.96,12.40,-3.21,-2.82,-2.88
988004,33.42,33.43,24.49,12.40,-3.21,-2.81,-2.88
989004,33.42,33.44,24.65,12.40,-3.21,-2.82,-2.88
990004,33.41,33.43,24.96,12.40,-3.21,-2.82,-2.88
991004,33.42,33.43,24.80,12.40,-3.21,-2.82,-2.88
992004,33.42,33.44,24.80,12.40,-3.21,-2.81,-2.88
993004,33.42,33.44,24.80,12.40,-3.21,-2.82,-2.88
994004,33.41,33.44,24.80,12.40,-3.20,-2.82,-2.88
995004,33.42,33.44,24.96,12.40,-3.21,-2.81,-2.88
996004,33.42,33.44,24.80,12.40,-3.20,-2.81,-2.88
997004,33.42,33.44,24.96,12.40,-3.21,-2.81,-2.88
998004,33.42,33.43,24.65,12.40,-3.21,-2.82,-2.88
999004,33.41,33.44,24.96,12.40,-3.21,-2.82,-2.88
1000004,33.42,33.44,24.49,12.40,-3.21,-2.81,-2.88
1001005,33.42,33.44,24.80,12.40,-3.21,-2.82,-2.88
1002004,33.41,33.44,24.65,12.40,-3.20,-2.81,-2.88
1003004,33.42,33.43,24.80,12.40,-3.21,-2.81,-2.88
1004004,33.42,33.44,24.49,12.40,-3.21,-2.82,-2.88
1005004,33.42,33.44,24.65,12.40,-3.21,-2.81,-2.88
1006004,33.42,33.44,24.49,12.40,-3.21,-2.81,-2.88
1007004,33.42,33.44,24.65,12.40,-3.21,-2.81,-2.88
1008004,33.41,33.44,24.33,12.40,-3.21,-2.81,-2.88
1009004,33.41,33.44,24.65,12.40,-3.21,-2.82,-2.88
1010004,33.42,33.44,24.33,12.40,-3.21,-2.81,-2.88
1011004,33.42,33.44,24.96,12.40,-3.21,-2.81,-2.88
1012004,33.41,33.44,24.96,12.40,-3.21,-2.82,-2.88
1013004,33.41,33.44,24.96,12.40,-3.21,-2.82,-2.88
1014004,33.42,33.44,26.54,12.40,-3.21,-2.81,-2.88
1015004,33.41,33.44,24.49,12.40,-3.21,-2.82,-2.88
1016004,33.42,33.44,24.80,12.40,-3.21,-2.82,-2.88
1017005,33.42,33.44,24.96,12.40,-3.21,-2.82,-2.88
1018004,33.41,33.44,24.80,12.40,-3.21,-2.82,-2.88
1019004,33.42,33.44,24.65,12.40,-3.21,-2.82,-2.88
1020004,33.41,33.44,24.80,12.40,-3.21,-2.82,-2.88
1021004,33.41,33.44,24.80,12.40,-3.21,-2.81,-2.88
1022004,33.42,33.44,24.65,12.40,-3.21,-2.82,-2.88
1023004,33.42,33.44,24.49,12.40,-3.21,-2.82,-2.88
1024004,33.42,33.44,24.33,12.40,-3.21,-2.82,-2.88
1025004,33.42,33.44,24.33,12.40,-3.21,-2.82,-2.88
1026004,33.42,33.44,24.49,12.40,-3.21,-2.82,-2.88
1027004,33.42,33.44,24.80,12.40,-3.21,-2.82,-2.88
1028004,33.41,33.44,24.17,12.40,-3.21,-2.81,-2.88
1029004,33.42,33.44,24.33,12.40,-3.21,-2.82,-2.88
1030004,33.43,33.44,24.49,12.40,-3.21,-2.81,-2.88
1031004,33.42,33.44,24.65,12.40,-3.21,-2.82,-2.88
1032004,33.43,33.44,24.65,12.40,-3.21,-2.82,-2.88
1033005,33.43,33.44,24.17,12.40,-3.21,-2.82,-2.88
1034004,33.42,33.44,24.65,12.40,-3.21,-2.82,-2.88
1035004,33.41,33.44,24.33,12.40,-3.21,-2.82,-2.88
1036004,33.42,33.44,24.65,12.40,-3.21,-2.82,-2.88
1037004,33.42,33.44,24.17,12.40,-3.21,-2.82,-2.88
1038004,33.42,33.44,24.65,12.40,-3.21,-2.81,-2.88
1039004,33.41,33.44,24.17,12.40,-3.21,-2.82,-2.88
1040004,33.42,33.44,24.33,12.40,-3.21,-2.81,-2.88
1041004,33.42,33.44,24.49,12.40,-3.20,-2.82,-2.88
1042004,33.43,33.44,24.65,12.40,-3.21,-2.82,-2.88
1043004,33.43,33.44,24.65,12.40,-3.21,-2.82,-2.88
1044004,33.43,33.44,24.65,12.40,-3.21,-2.82,-2.88
1045004,33.41,33.44,24.49,12.40,-3.20,-2.82,-2.88
1046004,33.42,33.44,24.65,12.40,-3.21,-2.82,-2.88
1047004,33.43,33.44,24.17,12.40,-3.21,-2.81,-2.88
1048004,33.42,33.44,24.49,12.40,-3.21,-2.82,-2.88
1049005,33.42,33.44,24.33,12.40,-3.21,-2.82,-2.88
1050004,33.43,33.44,24.17,12.40,-3.21,-2.82,-2.88
1051004,33.42,33.44,24.02,12.40,-3.21,-2.82,-2.88
1052004,33.42,33.44,24.02,12.40,-3.20,-2.81,-2.88
1053004,33.43,33.44,24.02,12.40,-3.21,-2.82,-2.88
1054004,33.43,33.44,24.49,12.40,-3.21,-2.82,-2.88
1055004,33.43,33.44,24.49,12.40,-3.21,-2.82,-2.88
1056004,33.42,33.44,24.17,12.40,-3.21,-2.82,-2.88
1057004,33.42,33.44,24.17,12.40,-3.20,-2.81,-2.88
1058004,33.43,33.44,24.33,12.40,-3.21,-2.81,-2.88
1059004,33.43,33.44,24.49,12.40,-3.21,-2.82,-2.88
1060004,33.42,33.44,24.17,12.40,-3.20,-2.82,-2.88
1061004,33.43,33.44,24.65,12.40,-3.20,-2.82,-2.88
1062004,33.42,33.44,24.49,12.40,-3.21,-2.82,-2.88
1063004,33.42,33.44,24.17,12.40,-3.21,-2.82,-2.88
1064004,33.43,33.44,24.17,12.40,-3.21,-2.82,-2.88
1065005,33.43,33.44,24.17,12.40,-3.21,-2.82,-2.88
1066004,33.42,33.44,24.17,12.40,-3.21,-2.82,-2.88
1067004,33.43,33.44,24.02,12.40,-3.21,-2.82,-2.88
1068004,33.43,33.44,24.49,12.40,-3.21,-2.82,-2.88
1069004,33.43,33.44,24.49,12.40,-3.21,-2.82,-2.88
1070004,33.42,33.44,24.17,12.40,-3.20,-2.82,-2.88
1071004,33.43,33.44,23.86,12.40,-3.21,-2.82,-2.88
1072004,33.43,33.44,24.02,12.40,-3.20,-2.82,-2.88
1073004,33.43,33.44,24.02,12.40,-3.21,-2.82,-2.88
1074004,33.43,33.44,24.17,12.40,-3.21,-2.82,-2.88
1075004,33.43,33.44,23.86,12.40,-3.21,-2.82,-2.88
1076004,33.43,33.44,24.02,12.40,-3.21,-2.82,-2.88
1077004,33.42,33.44,23.86,12.40,-3.21,-2.82,-2.88
1078004,33.43,33.44,24.33,12.40,-3.21,-2.82,-2.88
1079004,33.43,33.44,24.33,12.40,-3.21,-2.81,-2.88
1080004,33.42,33.44,24.33,12.40,-3.21,-2.82,-2.88
1081005,33.42,33.44,24.02,12.40,-3.21,-2.82,-2.88
1082004,33.43,33.44,23.86,12.40,-3.21,-2.82,-2.88
1083004,33.43,33.44,23.86,12.40,-3.21,-2.82,-2.88
1084004,33.43,33.44,24.33,12.40,-3.21,-2.82,-2.88
1085004,33.42,33.44,24.02,12.40,-3.21,-2.82,-2.88
1086004,33.43,33.44,27.33,12.40,-3.21,-2.82,-2.88
1087004,33.42,33.45,24.33,12.40,-3.21,-2.82,-2.88
1088004,33.42,33.44,23.86,12.40,-3.21,-2.82,-2.88
1089004,33.43,33.44,24.02,12.40,-3.20,-2.82,-2.88
1090004,33.43,33.44,24.33,12.40,-3.21,-2.82,-2.88
1091004,33.43,33.44,23.86,12.40,-3.21,-2.82,-2.88
1092004,33.42,33.44,24.02,12.40,-3.21,-2.82,-2.88
1093004,33.42,33.44,24.02,12.40,-3.20,-2.81,-2.88
1094004,33.43,33.44,24.02,12.40,-3.20,-2.82,-2.88
1095004,33.43,33.44,24.02,12.40,-3.21,-2.82,-2.88
1096004,33.43,33.44,24.02,12.40,-3.21,-2.81,-2.88
1097005,33.43,33.45,24.02,12.40,-3.20,-2.82,-2.88
1098004,33.42,33.44,24.33,12.40,-3.21,-2.82,-2.88
1099004,33.43,33.45,23.70,12.40,-3.20,-2.82,-2.88
1100004,33.43,33.44,23.70,12.40,-3.21,-2.82,-2.88
1101004,33.43,33.45,20.55,12.40,-3.21,-2.81,-2.88
1102004,33.43,33.45,24.33,12.40,-3.21,-2.81,-2.88
1103004,33.43,33.44,24.02,12.40,-3.21,-2.82,-2.88
1104004,33.42,33.44,24.17,12.40,-3.21,-2.82,-2.88
1105004,33.42,33.45,24.33,12.40,-3.21,-2.82,-2.88
1106004,33.43,33.45,24.33,12.40,-3.21,-2.82,-2.88
1107004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1108004,33.43,33.44,24.33,12.38,-3.21,-2.82,-2.88
1109004,33.43,33.45,23.70,12.40,-3.21,-2.81,-2.88
1110004,33.43,33.45,24.17,12.40,-3.21,-2.82,-2.88
1111004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.88
1112004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.88
1113005,33.42,33.45,24.17,12.40,-3.21,-2.82,-2.88
1114004,33.43,33.45,24.17,12.38,-3.21,-2.82,-2.88
1115004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.88
1116004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1117004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1118004,33.43,33.45,24.02,12.38,-3.21,-2.82,-2.88
1119004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1120004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1121004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.88
1122004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1123004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1124004,33.43,33.45,24.17,12.40,-3.21,-2.82,-2.88
1125004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.88
1126004,33.43,33.45,23.70,12.40,-3.20,-2.82,-2.88
1127004,33.43,33.45,23.70,12.40,-3.21,-2.81,-2.88
1128004,33.43,33.45,23.54,12.40,-3.21,-2.82,-2.88
1129005,33.43,33.45,23.54,12.40,-3.20,-2.82,-2.88
1130004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.88
1131004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1132004,33.43,33.45,23.54,12.40,-3.21,-2.81,-2.88
1133004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1134004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1135004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.89
1136004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.88
1137004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.88
1138004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.88
1139004,33.43,33.45,23.38,12.40,-3.21,-2.82,-2.88
1140004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1141004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.88
1142004,33.43,33.45,23.38,12.40,-3.21,-2.81,-2.88
1143004,33.43,33.45,23.70,12.38,-3.20,-2.82,-2.88
1144004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.89
1145005,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.89
1146004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.89
1147004,33.43,33.45,24.02,12.40,-3.21,-2.82,-2.88
1148004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.88
1149004,33.43,33.46,23.86,12.40,-3.21,-2.82,-2.88
1150004,33.43,33.45,23.70,12.40,-3.21,-2.81,-2.88
1151004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.89
1152004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.88
1153004,33.43,33.45,23.54,12.40,-3.21,-2.82,-2.89
1154004,33.43,33.45,23.70,12.40,-3.20,-2.82,-2.89
1155004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.89
1156004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.89
1157004,33.44,33.45,23.86,12.40,-3.21,-2.82,-2.89
1158004,33.43,33.45,23.86,12.40,-3.21,-2.82,-2.88
1159004,33.43,33.45,23.54,12.40,-3.21,-2.82,-2.88
1160004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.88
1161005,33.44,33.45,23.54,12.40,-3.20,-2.82,-2.88
1162004,33.43,33.45,23.86,12.40,-3.20,-2.82,-2.88
1163004,33.43,33.45,23.70,12.40,-3.21,-2.81,-2.88
1164004,33.43,33.45,23.54,12.40,-3.21,-2.82,-2.89
1165004,33.43,33.45,23.54,12.40,-3.21,-2.82,-2.89
1166004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.89
1167004,33.43,33.45,23.54,12.40,-3.21,-2.82,-2.89
1168004,33.43,33.45,23.38,12.40,-3.20,-2.82,-2.89
1169004,33.43,33.45,23.38,12.40,-3.20,-2.82,-2.89
1170004,33.43,33.45,23.38,12.40,-3.20,-2.82,-2.89
1171004,33.44,33.45,23.38,12.40,-3.20,-2.81,-2.88
1172004,33.43,33.45,23.23,12.40,-3.21,-2.82,-2.89
1173004,33.44,33.45,23.23,12.40,-3.21,-2.81,-2.88
1174004,33.43,33.45,23.38,12.40,-3.21,-2.82,-2.89
1175004,33.44,33.45,23.38,12.40,-3.20,-2.82,-2.89
1176004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.89
1177005,33.43,33.45,23.70,12.40,-3.21,-2.81,-2.88
1178004,33.43,33.45,23.70,12.40,-3.20,-2.82,-2.89
1179004,33.43,33.45,23.23,12.40,-3.21,-2.82,-2.89
1180004,33.43,33.45,23.38,12.40,-3.21,-2.82,-2.89
1181004,33.43,33.45,23.54,12.40,-3.21,-2.82,-2.89
1182004,33.43,33.45,23.38,12.40,-3.20,-2.82,-2.89
1183004,33.44,33.45,23.38,12.40,-3.21,-2.82,-2.89
1184004,33.44,33.45,23.23,12.40,-3.20,-2.82,-2.89
1185004,33.43,33.45,23.70,12.40,-3.21,-2.82,-2.89
1186004,33.43,33.45,23.54,12.40,-3.21,-2.82,-2.89
1187004,33.43,33.45,23.23,12.40,-3.21,-2.82,-2.89
1188004,33.44,33.45,23.38,12.40,-3.21,-2.82,-2.89
1189004,33.43,33.45,23.38,12.40,-3.21,-2.82,-2.89
1190004,33.43,33.45,23.07,12.40,-3.20,-2.82,-2.89
1191004,33.43,33.45,23.38,12.40,-3.21,-2.82,-2.89
1192004,33.44,33.45,23.70,12.40,-3.20,-2.82,-2.89
1193005,33.43,33.46,23.54,12.40,-3.20,-2.82,-2.89
1194004,33.43,33.45,23.07,12.40,-3.20,-2.82,-2.89
1195004,33.43,33.45,23.07,12.40,-3.21,-2.82,-2.89
1196004,33.43,33.45,23.07,12.40,-3.21,-2.82,-2.89
1197004,33.43,33.45,23.70,12.40,-3.21,-2.81,-2.89
1198004,33.44,33.45,23.23,12.40,-3.21,-2.82,-2.89
1199004,33.44,33.45,23.70,12.40,-3.21,-2.82,-2.89
1200004,33.44,33.45,23.54,12.40,-3.20,-2.82,-2.89
1201004,33.44,33.45,23.23,12.40,-3.20,-2.82,-2.89
1202004,33.44,33.45,23.07,12.40,-3.20,-2.82,-2.89
1203004,33.44,33.45,23.38,12.40,-3.21,-2.82,-2.89
1204004,33.44,33.46,23.54,12.40,-3.20,-2.82,-2.89
1205004,33.44,33.46,21.34,12.40,-3.20,-2.82,-2.89
1206004,33.44,33.45,23.54,12.40,-3.21,-2.82,-2.89
1207004,33.43,33.46,23.23,12.40,-3.20,-2.82,-2.89
1208004,33.44,33.46,23.54,12.40,-3.21,-2.82,-2.89
1209005,33.44,33.45,23.54,12.40,-3.21,-2.82,-2.89
1210004,33.44,33.46,23.07,12.40,-3.21,-2.82,-2.89
1211004,33.44,33.46,22.91,12.40,-3.20,-2.82,-2.89
1212004,33.43,33.45,23.54,12.38,-3.21,-2.82,-2.89
1213004,33.44,33.46,23.54,12.40,-3.21,-2.82,-2.89
1214004,33.44,33.46,22.91,12.38,-3.21,-2.82,-2.89
